 Temperature   Velocity   Angle  Erosion_Yield_fit   Reacted_Fraction_fit   Energy_Accommodation
         300      0.060      30        1.51861e-24               0.270180               0.737236
         300      0.060      45        1.41214e-24               0.232200               0.715756
         300      0.060      60        1.32471e-24               0.179817               0.661892
         300      0.060      75        1.25366e-24               0.123609               0.626674
         300      0.070       0        2.39669e-24               0.311971               0.791518
         300      0.070      15        2.18988e-24               0.319895               0.796489
         300      0.070      30        2.01856e-24               0.302160               0.791735
         300      0.070      45        1.87705e-24               0.261295               0.747229
         300      0.070      60        1.76084e-24               0.204093               0.699944
         300      0.070      75        1.66638e-24               0.141607               0.592619
         300      0.075       0         2.8471e-24               0.329200               0.830079
         300      0.075      15        2.60143e-24               0.337347               0.811855
         300      0.075      30        2.39791e-24               0.319099               0.772339
         300      0.075      45         2.2298e-24               0.276851               0.760205
         300      0.075      60        2.09175e-24               0.217245               0.690687
         300      0.075      75        1.97955e-24               0.151499               0.527247
         300      0.080       0        3.45027e-24               0.347018               0.832731
         300      0.080      15        3.15256e-24               0.355372               0.818422
         300      0.080      30        2.90592e-24               0.336644               0.774910
         300      0.080      45        2.70219e-24               0.293074               0.775280
         300      0.080      60         2.5349e-24               0.231091               0.707185
         300      0.080      75        2.39893e-24               0.162022               0.554118
         300      0.100       0        9.08385e-24               0.423488               0.882188
         300      0.100      15        8.30002e-24               0.432464               0.887591
         300      0.100      30        7.65068e-24               0.412272               0.869898
         300      0.100      45        7.11431e-24               0.364288               0.855038
         300      0.100      60        6.67386e-24               0.293498               0.799673
         300      0.100      75        6.31587e-24               0.210892               0.608543
         400      0.030       0        1.53571e-23               0.317726               0.555519
         400      0.030      15         1.4032e-23               0.325727               0.488571
         400      0.030      30        1.29342e-23               0.307815               0.588337
         400      0.030      45        1.20274e-23               0.266477               0.630440
         400      0.030      60        1.12828e-23               0.208461               0.632084
         400      0.030      75        1.06776e-23               0.144881               0.482653
         400      0.060       0        2.23478e-23               0.423940               0.782987
         400      0.060      15        2.04194e-23               0.432918               0.768042
         400      0.060      30         1.8822e-23               0.412720               0.793177
         400      0.060      45        1.75024e-23               0.364717               0.722040
         400      0.060      60        1.64188e-23               0.293881               0.687017
         400      0.060      75        1.55381e-23               0.211200               0.630807
         400      0.070       0        2.97051e-23               0.462585               0.807543
         400      0.070      15        2.71419e-23               0.471711               0.820072
         400      0.070      30        2.50185e-23               0.451143               0.825061
         400      0.070      45        2.32645e-23               0.401728               0.789700
         400      0.070      60        2.18242e-23               0.327409               0.763120
         400      0.070      75        2.06536e-23               0.238481               0.632245
         400      0.075       0        3.52876e-23               0.482301               0.830781
         400      0.075      15        3.22427e-23               0.491460               0.812798
         400      0.075      30        2.97202e-23               0.470799               0.812897
         400      0.075      45        2.76366e-23               0.420882               0.790320
         400      0.075      60        2.59256e-23               0.345063               0.776742
         400      0.075      75        2.45349e-23               0.253144               0.727250
         400      0.080       0        4.27635e-23               0.502202               0.838980
         400      0.080      15        3.90735e-23               0.511366               0.841078
         400      0.080      30        3.60167e-23               0.490675               0.838758
         400      0.080      45        3.34916e-23               0.440404               0.804354
         400      0.080      60        3.14181e-23               0.363274               0.814385
         400      0.080      75        2.97328e-23               0.268493               0.640966
         400      0.100       0        1.12587e-22               0.582370               0.906235
         400      0.100      15        1.02872e-22               0.591259               0.902941
         400      0.100      30        9.48243e-23               0.571114               0.893060
         400      0.100      45        8.81764e-23               0.521033               0.883149
         400      0.100      60        8.27174e-23               0.440908               0.833967
         400      0.100      75        7.82804e-23               0.336579               0.699152
