 Temperature   Velocity   Angle  Erosion_Yield_fit   Reacted_Fraction_fit   Energy_Accommodation
         400      0.030      15        1.44477e-23               0.337128               0.499206
         400      0.030      30        1.34604e-23               0.321657               0.589637
         400      0.030      45        1.29004e-23               0.283996               0.629178
         400      0.030      60        1.27182e-23               0.229383               0.630324
         400      0.030      75        1.28982e-23               0.166953               0.464898
         400      0.060       0        2.31447e-23               0.429285               0.788377
         400      0.060      15        2.09619e-23               0.438732               0.776534
         400      0.060      30        1.95295e-23               0.421564               0.796849
         400      0.060      45        1.87169e-23               0.378736               0.722662
         400      0.060      60        1.84526e-23               0.313891               0.684360
         400      0.060      75        1.87139e-23               0.235489               0.637595
         400      0.070       0        2.98457e-23               0.465926               0.809550
         400      0.070      15        2.70309e-23               0.475508               0.826333
         400      0.070      30        2.51838e-23               0.458075               0.831854
         400      0.070      45        2.41359e-23               0.414194               0.792839
         400      0.070      60        2.37951e-23               0.346666               0.778165
         400      0.070      75        2.41319e-23               0.263218               0.627418
         400      0.075       0        3.47295e-23               0.484645               0.833424
         400      0.075      15        3.14542e-23               0.494256               0.809937
         400      0.075      30        2.93048e-23               0.476760               0.814808
         400      0.075      45        2.80855e-23               0.432517               0.792735
         400      0.075      60        2.76889e-23               0.363858               0.783122
         400      0.075      75        2.80809e-23               0.278033               0.737938
         400      0.080       0        4.10758e-23               0.503563               0.839297
         400      0.080      15        3.72019e-23               0.513175               0.842303
         400      0.080      30        3.46598e-23               0.495666               0.840630
         400      0.080      45        3.32176e-23               0.451182               0.814706
         400      0.080      60        3.27485e-23               0.381551               0.821590
         400      0.080      75        3.32122e-23               0.293478               0.667496
         400      0.100       0        9.45851e-23               0.580118               0.908374
         400      0.100      15        8.56648e-23               0.589457               0.903900
         400      0.100      30         7.9811e-23               0.572405               0.895987
         400      0.100      45        7.64901e-23               0.528247               0.886297
         400      0.100      60          7.541e-23               0.456619               0.834587
         400      0.100      75        7.64776e-23               0.361342               0.729128
