 Temperature   Velocity   Angle  Erosion_Yield_fit   Reacted_Fraction_fit   Energy_Accommodation
         300      0.070      30        1.98095e-24               0.302203               0.795911
         300      0.070      45        1.86974e-24               0.263665               0.755015
         300      0.070      60        1.79612e-24               0.209003               0.714347
         300      0.070      75        1.75605e-24               0.148218               0.611208
         300      0.075       0        2.75822e-24               0.327238               0.831365
         300      0.075      15        2.51329e-24               0.335515               0.813529
         300      0.075      30        2.33079e-24               0.318700               0.774564
         300      0.075      45        2.19994e-24               0.278899               0.762714
         300      0.075      60        2.11333e-24               0.222032               0.710596
         300      0.075      75        2.06618e-24               0.158215               0.554112
         300      0.080       0        3.30512e-24               0.344557               0.833306
         300      0.080      15        3.01163e-24               0.353042               0.820940
         300      0.080      30        2.79294e-24               0.335792               0.780322
         300      0.080      45        2.63615e-24               0.294781               0.778697
         300      0.080      60        2.53236e-24               0.235733               0.719878
         300      0.080      75        2.47586e-24               0.168833               0.583422
         300      0.100       0        8.17896e-24               0.419042               0.882218
         300      0.100      15        7.45267e-24               0.428164               0.887222
         300      0.100      30        6.91151e-24               0.409568               0.870143
         300      0.100      45         6.5235e-24               0.364490               0.855920
         300      0.100      60        6.26665e-24               0.297367               0.805236
         300      0.100      75        6.12685e-24               0.217964               0.634083
         400      0.030       0        1.56439e-23               0.323195               0.555866
         400      0.030      15        1.42548e-23               0.331421               0.493889
         400      0.030      30        1.32197e-23               0.314714               0.588987
         400      0.030      45        1.24775e-23               0.275210               0.629809
         400      0.030      60        1.19862e-23               0.218866               0.631204
         400      0.030      75        1.17188e-23               0.155777               0.473775
         400      0.060       0        2.27258e-23               0.426631               0.785682
         400      0.060      15        2.07077e-23               0.435794               0.772288
         400      0.060      30        1.92041e-23               0.417108               0.795013
         400      0.060      45         1.8126e-23               0.371723               0.722351
         400      0.060      60        1.74123e-23               0.303905               0.685688
         400      0.060      75        1.70238e-23               0.223311               0.634201
         400      0.070       0         2.9785e-23               0.464267               0.808547
         400      0.070      15        2.71401e-23               0.473570               0.823202
         400      0.070      30        2.51694e-23               0.454569               0.828458
         400      0.070      45        2.37564e-23               0.407962               0.791269
         400      0.070      60         2.2821e-23               0.337079               0.770643
         400      0.070      75        2.23119e-23               0.250858               0.629831
         400      0.075       0        3.50452e-23               0.483481               0.832103
         400      0.075      15        3.19332e-23               0.492815               0.811367
         400      0.075      30        2.96144e-23               0.473737               0.813853
         400      0.075      45        2.79519e-23               0.426702               0.791528
         400      0.075      60        2.68513e-23               0.354513               0.779932
         400      0.075      75        2.62523e-23               0.265619               0.732594
         400      0.080       0         4.1994e-23               0.502888               0.839138
         400      0.080      15        3.82649e-23               0.512225               0.841690
         400      0.080      30        3.54864e-23               0.493126               0.839694
         400      0.080      45        3.34942e-23               0.445797               0.809530
         400      0.080      60        3.21754e-23               0.372476               0.817988
         400      0.080      75        3.14576e-23               0.281039               0.654231
         400      0.100       0         1.0392e-22               0.581249               0.907304
         400      0.100      15        9.46916e-23               0.590313               0.903420
         400      0.100      30        8.78157e-23               0.571715               0.894524
         400      0.100      45        8.28858e-23               0.524650               0.884723
         400      0.100      60        7.96223e-23               0.448864               0.834277
         400      0.100      75        7.78461e-23               0.349107               0.714140
