 Temperature   Velocity   Angle  Erosion_Yield_fit   Reacted_Fraction_fit   Energy_Accommodation
         400      0.030      15         1.3783e-23               0.320045               0.483254
         400      0.030      30        1.26175e-23               0.300961               0.587686
         400      0.030      45        1.15607e-23               0.257793               0.631070
         400      0.030      60        1.06016e-23               0.198166               0.632965
         400      0.030      75        9.73047e-24               0.134272               0.491531
         400      0.060       0        2.19767e-23               0.421206               0.780292
         400      0.060      15        2.01009e-23               0.430110               0.763795
         400      0.060      30        1.84013e-23               0.408406               0.791341
         400      0.060      45          1.686e-23               0.357713               0.721729
         400      0.060      60        1.54612e-23               0.283812               0.688345
         400      0.060      75        1.41908e-23               0.199162               0.627413
         400      0.070       0        2.95863e-23               0.460876               0.806540
         400      0.070      15        2.70611e-23               0.469938               0.816941
         400      0.070      30        2.47729e-23               0.447803               0.821665
         400      0.070      45        2.26979e-23               0.395489               0.788130
         400      0.070      60        2.08148e-23               0.317643               0.755597
         400      0.070      75        1.91045e-23               0.226088               0.634658
         400      0.075       0        3.54508e-23               0.481100               0.829460
         400      0.075      15         3.2425e-23               0.490198               0.814228
         400      0.075      30        2.96832e-23               0.467951               0.811942
         400      0.075      45        2.71969e-23               0.415053               0.789112
         400      0.075      60        2.49406e-23               0.335493               0.773552
         400      0.075      75        2.28913e-23               0.240607               0.721906
         400      0.080       0        4.33983e-23               0.501500               0.838821
         400      0.080      15        3.96942e-23               0.510604               0.840465
         400      0.080      30        3.63378e-23               0.488318               0.837821
         400      0.080      45        3.32941e-23               0.435000               0.799178
         400      0.080      60        3.05319e-23               0.353930               0.810783
         400      0.080      75        2.80232e-23               0.255837               0.627701
         400      0.100       0         1.2078e-22               0.583476               0.905165
         400      0.100      15        1.10471e-22               0.592301               0.902461
         400      0.100      30         1.0113e-22               0.570606               0.891597
         400      0.100      45         9.2659e-23               0.517388               0.881575
         400      0.100      60        8.49717e-23               0.432724               0.833657
         400      0.100      75          7.799e-23               0.323735               0.684164
